위치,법정동명,법정동코드,대피소명,경도,위도,수용가능인원,구,시,현재인원,비율,읍면동,담당자 연락처
경기도 남양주시 호평동 442-0,경기도 남양주시 호평동,41360101,판곡고등학교 운동장,127.2432022,37.66264857,3167,남양주시,경기도,477,0.150615725,호평동,010-8866-3710
경기도 남양주시 진접읍 장현리 603-5,경기도 남양주시 진접읍,41360253,광동고등학교 운동장,127.176815,37.71605974,4723,남양주시,경기도,1185,0.250899852,진접읍,010-5061-5657
경기도 남양주시 진접읍 장현리 49-13,경기도 남양주시 진접읍,41360253,장현 생활체육시설,127.1959329,37.73192931,16614,남양주시,경기도,3615,0.217587577,진접읍,010-8062-1809
경기도 남양주시 진접읍 장현리 49-10,경기도 남양주시 진접읍,41360253,장승초등학교 운동장,127.1955128,37.73005361,4751,남양주시,경기도,4615,0.971374447,진접읍,010-8113-4592
경기도 남양주시 진접읍 장현리 379,경기도 남양주시 진접읍,41360253,장현초등학교 운동장,127.1823803,37.71915226,3650,남양주시,경기도,516,0.141369863,진접읍,010-5855-6716
경기도 남양주시 와부읍 월문리 269-1,경기도 남양주시 와부읍,41360250,남양주 월문초등학교 운동장,127.2618784,37.60913633,4814,남양주시,경기도,3791,0.787494807,와부읍,010-4440-6629
경기도 남양주시 와부읍 도곡리 1036-4,경기도 남양주시 와부읍,41360250,덕소중학교 운동장,127.2262339,37.58045823,4984,남양주시,경기도,1523,0.305577849,와부읍,010-2998-3496
경기도 남양주시 와부읍 도곡리 산46-7,경기도 남양주시 와부읍,41360250,도곡초등학교 운동장,127.2182755,37.57946517,5041,남양주시,경기도,3854,0.764530847,와부읍,010-6743-1486
경기도 남양주시 와부읍 덕소리 259-0,경기도 남양주시 와부읍,41360250,예봉중학교 운동장,127.22075,37.59526318,4528,남양주시,경기도,2481,0.547924028,와부읍,010-3257-3728
경기도 남양주시 와부읍 도곡리 1051-7,경기도 남양주시 와부읍,41360250,도심초등학교 운동장,127.2275206,37.58027431,5612,남양주시,경기도,4743,0.845153243,와부읍,010-1389-9152
경기도 남양주시 와부읍 덕소리 33-0,경기도 남양주시 와부읍,41360250,와부고등학교 운동장,127.2228382,37.59449279,3709,남양주시,경기도,738,0.198975465,와부읍,010-8823-4431
경기도 남양주시 와부읍 덕소리 431-1,경기도 남양주시 와부읍,41360250,덕소초등학교 운동장,127.2143329,37.58820533,10573,남양주시,경기도,8511,0.804974936,와부읍,010-3587-2704
경기도 남양주시 와부읍 덕소리 75-4,경기도 남양주시 와부읍,41360250,와부중학교 운동장,127.2198145,37.58688896,4014,남양주시,경기도,855,0.213004484,와부읍,010-3270-1088
경기도 남양주시 와부읍 덕소리 252-0,경기도 남양주시 와부읍,41360250,예봉초등학교 운동장,127.2214058,37.59213136,3608,남양주시,경기도,2097,0.581208426,와부읍,010-8792-6863
경기도 남양주시 별내동 1055-0,경기도 남양주시 별내동,41360111,한별중학교 운동장,127.1191733,37.64858538,5581,남양주시,경기도,1931,0.345995341,별내동,010-6927-9899
경기도 남양주시 별내동 1051-0,경기도 남양주시 별내동,41360111,별내고등학교 운동장,127.1168464,37.65136213,5272,남양주시,경기도,2135,0.404969651,별내동,010-7960-1948
경기도 남양주시 별내동 909-0,경기도 남양주시 별내동,41360111,별가람고등학교 운동장,127.1220074,37.66129854,4916,남양주시,경기도,4795,0.975386493,별내동,010-6549-2546
경기도 남양주시 별내동 870-0,경기도 남양주시 별내동,41360111,남양주 샛별초등학교 운동장,127.1291115,37.66558055,4681,남양주시,경기도,2942,0.628498184,별내동,010-4445-8338
경기도 남양주시 별내동 911-0,경기도 남양주시 별내동,41360111,별가람중학교 운동장,127.1226374,37.65876531,3979,남양주시,경기도,1419,0.356622267,별내동,010-1717-7882
대구광역시 동구 신암동 487,대구광역시 동구 신암동,27140101,동신초등학교(운동장),128.6153226,35.8777411,5854,동구,대구광역시,3802,0.649470448,신암동,010-4173-9472
대구광역시 동구 신암동 산27-1,대구광역시 동구 신암동,27140101,신암선열공원,128.6313507,35.89184916,45030,동구,대구광역시,2174,0.048278925,신암동,010-1878-7274
대구광역시 중구 대봉동 60-18,대구광역시 중구 대봉동,27110157,경북대학교 부설중·고등학교 운동장,128.6022915,35.86273182,3261,중구,대구광역시,1865,0.571910457,대봉동,010-4121-2593
대구광역시 중구 대봉동 121-316,대구광역시 중구 대봉동,27110157,대구백화점 프라자 야외 주차장,128.606,35.8576,7494,중구,대구광역시,1429,0.190685882,대봉동,010-4073-5569
대구광역시 중구 남산동 219,대구광역시 중구 남산동,27110156,대구가톨릭대학교 유스티노캠퍼스 운동장,128.5872835,35.8622106,7272,중구,대구광역시,5946,0.817656766,남산동,010-6001-9638
대구광역시 중구 남산동 2507-0,대구광역시 중구 남산동,27110156,남산어린이공원,128.5813,35.8582,9939,중구,대구광역시,2462,0.247711037,남산동,010-2811-5648
대구광역시 중구 남산동 122,대구광역시 중구 남산동,27110156,남산초등학교 운동장,128.5835369,35.86280311,5951,중구,대구광역시,2082,0.349857167,남산동,010-4750-7476
대구광역시 중구 남산동 2113,대구광역시 중구 남산동,27110156,명덕초등학교 운동장,128.5895014,35.85795829,3416,중구,대구광역시,3160,0.925058548,남산동,010-8569-1754
대구광역시 중구 남산동 2380-5,대구광역시 중구 남산동,27110156,경북공업고등학교 운동장,128.5838188,35.85802877,6526,중구,대구광역시,3987,0.610940852,남산동,010-3351-3572
울산광역시 남구 선암동 586-2,울산광역시 남구 선암동,31140109,개운초등학교운동장,129.3114515,35.51304187,3327,남구,울산광역시,2152,0.646828975,선암동,010-3383-2460
대구광역시 중구 달성동 147-2,대구광역시 중구 달성동,27110155,대한적십자사 대구경북혈액원 주차장,128.5789,35.8788,2077,중구,대구광역시,900,0.433317285,달성동,010-8280-4239
대구광역시 중구 남산동 714-2,대구광역시 중구 남산동,27110156,경북여자고등학교 운동장,128.5928853,35.85846639,5100,중구,대구광역시,3659,0.71745098,남산동,010-6193-7394
대구광역시 중구 대신동 277-1,대구광역시 중구 대신동,27110154,계성중학교 운동장,128.5808348,35.86736519,13489,중구,대구광역시,5494,0.407294833,대신동,010-9844-9124
대구광역시 중구 대신동 280-2,대구광역시 중구 대신동,27110154,계성초등학교 운동장,128.5808634,35.86566645,1201,중구,대구광역시,448,0.373022481,대신동,010-4667-1310
대구광역시 중구 대신동 1250-0,대구광역시 중구 대신동,27110154,덕영주차장,128.5742,35.8644,238,중구,대구광역시,73,0.306722689,대신동,010-8410-5434
경기도 남양주시 오남읍 양지리 80-4,경기도 남양주시 오남읍,41360262,오남고등학교 운동장,127.2066019,37.69789686,4711,남양주시,경기도,3030,0.643175547,오남읍,010-6240-8614
대구광역시 동구 동호동 361-0,대구광역시 동구 동호동,27140116,동호초등학교(운동장),128.7204535,35.86542495,15336,동구,대구광역시,11848,0.772561294,동호동,010-1621-4811
경기도 남양주시 오남읍 양지리 49,경기도 남양주시 오남읍,41360262,오남중학교 운동장,127.2054312,37.70125987,5454,남양주시,경기도,1917,0.351485149,오남읍,010-3300-9948
대구광역시 동구 서호동 121,대구광역시 동구 서호동,27140115,안심중학교(운동장),128.7102955,35.86698484,9224,동구,대구광역시,5982,0.648525585,서호동,010-8042-9497
대구광역시 동구 서호동 25-1,대구광역시 동구 서호동,27140115,반야월초등학교(운동장),128.7112618,35.86920513,10826,동구,대구광역시,5008,0.462590061,서호동,010-2858-9420
울산광역시 남구 선암동 180-0,울산광역시 남구 선암동,31140109,선암초등학교운동장,129.3380279,35.51410389,6167,남구,울산광역시,469,0.076049943,선암동,010-5137-7378
대구광역시 동구 방촌동 1047-0,대구광역시 동구 방촌동,27140111,동촌초등학교(운동장),128.6591289,35.88207267,6256,동구,대구광역시,3510,0.561061381,방촌동,010-9506-3845
대구광역시 동구 부동 643-1,대구광역시 동구 부동,27140113,해안초등학교(운동장),128.6828544,35.89588637,10898,동구,대구광역시,7906,0.725454212,부동,010-7757-3838
대구광역시 동구 신평동 50-0,대구광역시 동구 신평동,27140114,조일로봇고등학교(운동장),128.6947974,35.88174277,13659,동구,대구광역시,452,0.033091734,신평동,010-2962-4895
대구광역시 동구 방촌동 1113-319,대구광역시 동구 방촌동,27140111,용호초등학교(운동장),128.6723569,35.87723174,5829,동구,대구광역시,2211,0.379310345,방촌동,010-3333-9656
대구광역시 동구 방촌동 1051-2,대구광역시 동구 방촌동,27140111,동촌중학교(운동장),128.6592839,35.88263813,9619,동구,대구광역시,1172,0.121842187,방촌동,010-3683-9867
대구광역시 동구 방촌동 1072-6,대구광역시 동구 방촌동,27140111,방촌초등학교(운동장),128.6627681,35.88049521,2884,동구,대구광역시,1678,0.581830791,방촌동,010-6051-4156
대구광역시 동구 검사동 966-4,대구광역시 동구 검사동,27140110,동촌둔치(체육공원),128.6547749,35.88290079,209837,동구,대구광역시,112518,0.536216206,검사동,010-1710-3941
대구광역시 동구 입석동 999-20,대구광역시 동구 입석동,27140109,입석초등학교(운동장),128.6435134,35.89055209,6763,동구,대구광역시,3700,0.547094485,입석동,010-3581-9858
대구광역시 동구 입석동 951,대구광역시 동구 입석동,27140109,입석중학교(운동장),128.644383,35.891184,5575,동구,대구광역시,2131,0.382242152,입석동,010-9943-1868
대구광역시 동구 입석동 893-9,대구광역시 동구 입석동,27140109,대구선동촌공원,128.6496935,35.89039959,43932,동구,대구광역시,18006,0.409860694,입석동,010-7741-4092
대구광역시 동구 도동 978-104,대구광역시 동구 도동,27140107,불로천둔치,128.6466899,35.90919461,23936,동구,대구광역시,15115,0.631475602,도동,010-2499-5908
대구광역시 동구 도동 471,대구광역시 동구 도동,27140107,도동측백나무숲주차장,128.6621177,35.91887063,2932,동구,대구광역시,1995,0.68042292,도동,010-9262-8858
대구광역시 동구 불로동 1017,대구광역시 동구 불로동,27140106,불로초등학교(운동장),128.6327031,35.89719351,14212,동구,대구광역시,10094,0.710244863,불로동,010-6786-3125
대구광역시 동구 불로동 산4-0,대구광역시 동구 불로동,27140106,불로고분공원,128.6487711,35.91365235,445346,동구,대구광역시,232559,0.52219847,불로동,010-4439-5575
대구광역시 동구 불로동 1010-0,대구광역시 동구 불로동,27140106,불로중학교(운동장),128.6336752,35.89800505,9288,동구,대구광역시,1342,0.144487511,불로동,010-8084-6474
대구광역시 동구 봉무동 1527-0,대구광역시 동구 봉무동,27140105,봉무초등학교(운동장),128.6372878,35.92549978,4746,동구,대구광역시,2749,0.57922461,봉무동,010-3340-2299
대구광역시 동구 봉무동 524-0,대구광역시 동구 봉무동,27140105,영신고등학교(운동장),128.6464251,35.91930457,6520,동구,대구광역시,4342,0.66595092,봉무동,010-3576-4712
대구광역시 동구 봉무동 1571,대구광역시 동구 봉무동,27140105,해서초등학교(운동장),128.643059,35.918062,8430,동구,대구광역시,430,0.051008304,봉무동,010-8180-7276
대구광역시 동구 봉무동 1567-0,대구광역시 동구 봉무동,27140105,단산유적공원,128.6404969,35.91749436,13092,동구,대구광역시,4677,0.357241063,봉무동,010-8648-9487
대구광역시 동구 봉무동 1525,대구광역시 동구 봉무동,27140105,위남공원,128.6374736,35.92634963,13092,동구,대구광역시,5088,0.38863428,봉무동,010-4487-8705
대구광역시 동구 봉무동 1536-0,대구광역시 동구 봉무동,27140105,분홍공원,128.6446858,35.92169874,5004,동구,대구광역시,4197,0.838729017,봉무동,010-1547-4755
대구광역시 동구 효목동 212-10,대구광역시 동구 효목동,27140103,효동초등학교(운동장),128.6448831,35.88413222,6728,동구,대구광역시,1377,0.204667063,효목동,010-8353-4812
대구광역시 동구 효목동 212,대구광역시 동구 효목동,27140103,대구일마이스터고등학교(운동장),128.646484,35.882505,9212,동구,대구광역시,7570,0.821754234,효목동,010-6116-7635
대구광역시 동구 효목동 970-0,대구광역시 동구 효목동,27140103,동촌유원지,128.6486016,35.88358167,6787,동구,대구광역시,4148,0.61116841,효목동,010-1493-7972
대구광역시 동구 신천동 850-6,대구광역시 동구 신천동,27140102,청구고등학교(운동장),128.620247,35.868401,11853,동구,대구광역시,8240,0.695182654,신천동,010-3179-3547
대구광역시 동구 효목동 633,대구광역시 동구 효목동,27140103,효목초등학교(운동장),128.6422912,35.8765794,11546,동구,대구광역시,1216,0.105317859,효목동,010-7745-8842
대구광역시 동구 각산동 1029-1,대구광역시 동구 각산동,27140123,다람쥐어린이공원,128.7140992,35.88551465,2375,동구,대구광역시,287,0.120842105,각산동,010-7827-1077
대구광역시 동구 각산동 1043-1,대구광역시 동구 각산동,27140123,돌고래어린이공원,128.7164782,35.88861417,2400,동구,대구광역시,1278,0.5325,각산동,010-3606-3614
