대피소명,위치,현재인원,수용가능인원,수용가능인원범위,경도,위도,시,구,읍면동,담당자 연락처,비율
예천읍행정복지센터 지하공간,"경상북도 예천군 예천읍 군청앞길 2, 예천읍 행정복지센터",228,271,100이상 1000이하,128.452779,36.656871,경상북도,예천군,예천읍,010-7761-4220,0.8413284132841329
조일리버빌 지하주차장,경상북도 예천군 예천읍 한천길 21(조일리버빌),120,1092,1000이상 5000이하,128.458255,36.6558663,경상북도,예천군,예천읍,010-7499-6247,0.10989010989010989
경북도청 아이파크아파트 제1주차장,경상북도 예천군 호명면 새움3로 7(경북도청아이파크),4023,7261,5000이상,128.4860576,36.5762791,경상북도,예천군,호명면,010-7555-5050,0.5540559151632006
경북도청 아이파크아파트 제2주차장,경상북도 예천군 호명면 새움3로 7(경북도청아이파크),7928,7945,5000이상,128.4860576,36.5762791,경상북도,예천군,호명면,010-7458-9201,0.9978602894902454
대경아파트,"경상남도 진주시 가호로 79 (호탄동, 대경빌라트)",5545,6555,5000이상,128.1138662,35.1647191,경상남도,진주시,호탄동,010-5986-7941,0.8459191456903128
대동아파트,"경상남도 진주시 가호로44번길 7 (호탄동, 대동디지털황토아파트)",1370,3206,1000이상 5000이하,128.1121295,35.1627412,경상남도,진주시,호탄동,010-5736-7301,0.42732376793512167
경상국립대학교,"경상남도 진주시 진주대로 501 (가좌동, 경상대학교)",742,841,100이상 1000이하,128.0980015,35.1567142,경상남도,진주시,가좌동,010-6981-3650,0.882282996432818
삼성아파트,"경상남도 진주시 동부로43번길 10-13 (호탄동, 삼성아파트)",967,1346,1000이상 5000이하,128.1136105,35.1628026,경상남도,진주시,호탄동,010-4327-5770,0.7184249628528975
덕진3차휴먼빌 지하1층 주차장,경상남도 거제시 탑곡로4길 7 (아주동),537,4213,1000이상 5000이하,128.6918126,34.8629504,경상남도,거제시,아주동,010-8862-1956,0.12746261571326845
대동다숲아파트 1단지(105동 106동)지하1층 주차장,"경상남도 거제시 아주2로4길 10 (아주동, 대동다숲아파트1단지)",673,2692,1000이상 5000이하,128.6833653,34.8696974,경상남도,거제시,아주동,010-8020-4041,0.25
"대동다숲아파트 2단지(205동,206동)지하1층 주차장","경상남도 거제시 아주2로2길 13 (아주동, 대동다숲아파트2단지)",108,2613,1000이상 5000이하,128.6849387,34.8692323,경상남도,거제시,아주동,010-4566-1025,0.04133180252583238
현대 메트로타워 아파트 지하주차장 1층,"전라북도 군산시 대명길 3 (대명동, 현대메트로타워)",1826,6841,5000이상,126.7224281,35.9789781,전라북도,군산시,대명동,010-4760-7430,0.26692004092968863
부향1차 아파트 지하주차장 1층,"전라북도 군산시 동아로 12 (산북동, 부향하나로1차아파트)",589,5036,5000이상,126.6756057,35.9605193,전라북도,군산시,산북동,010-6196-2578,0.11695790309769659
조촌현대아파트 101동 지하주차장 1층,"전라북도 군산시 양안로 120 (조촌동, 현대아파트)",305,413,100이상 1000이하,126.7455326,35.9734312,전라북도,군산시,조촌동,010-7790-8808,0.738498789346247
조촌현대아파트 102동 지하주차장 1층,"전라북도 군산시 양안로 120 (조촌동, 현대아파트)",820,837,100이상 1000이하,126.7455326,35.9734312,전라북도,군산시,조촌동,010-4894-6062,0.9796893667861409
조촌현대아파트 105동 지하주차장 1층,"전라북도 군산시 양안로 120 (조촌동, 현대아파트)",1752,2075,1000이상 5000이하,126.7455326,35.9734312,전라북도,군산시,조촌동,010-5060-4865,0.8443373493975903
조촌부향하나로아파트 지하주차장 1층,"전라북도 군산시 번영로 188-22 (조촌동, 부향하나로아파트)",82,1077,1000이상 5000이하,126.7374505,35.9631019,전라북도,군산시,조촌동,010-2224-3863,0.07613741875580315
오르빌아파트 지하주차장 1층,"전라북도 군산시 번영로 86 (경장동, 오르빌아파트)",535,2612,1000이상 5000이하,126.7301615,35.9696992,전라북도,군산시,경장동,010-6231-9600,0.2048238897396631
현대한솔아파트 지하주차장 1층,"전라북도 군산시 번영로 159 (조촌동, 현대한솔아파트)",2216,2681,1000이상 5000이하,126.7365755,35.9654766,전라북도,군산시,조촌동,010-1462-5854,0.8265572547556882
타워써미트아파트 지하주차장 1층,"전라북도 군산시 공단대로 54 (조촌동, 타워써미트)",1441,2800,1000이상 5000이하,126.7368385,35.9611272,전라북도,군산시,조촌동,010-3128-2139,0.5146428571428572
수송 현대 아파트 101동 지하실 1층,"전라북도 군산시 진포1길 10 (수송동, 현대아파트)",302,516,100이상 1000이하,126.7172736,35.9705897,전라북도,군산시,수송동,010-2745-1032,0.5852713178294574
구암동 현대아파트 2차 지하주차장 1층,"전라북도 군산시 서당길 11 (구암동, 현대아파트)",1205,2088,1000이상 5000이하,126.7520931,35.9797203,전라북도,군산시,구암동,010-7958-9565,0.5771072796934866
세풍아파트 제2지하주차장,"전라북도 군산시 영명길 6 (구암동, 세풍아파트)",2016,2476,1000이상 5000이하,126.7429386,35.9851525,전라북도,군산시,구암동,010-2444-5504,0.81421647819063
조촌현대아파트 103동 지하주차장 1층,"전라북도 군산시 양안로 120 (조촌동, 현대아파트)",265,408,100이상 1000이하,126.7455326,35.9734312,전라북도,군산시,조촌동,010-9292-7234,0.6495098039215687
조촌현대아파트 104동 지하주차장 1층,"전라북도 군산시 양안로 120 (조촌동, 현대아파트)",384,1061,1000이상 5000이하,126.7455326,35.9734312,전라북도,군산시,조촌동,010-1360-2928,0.36192271442035817
한성 필 하우스 아파트 지하주차장 1층,"전라북도 군산시 요죽길 76 (오식도동, 한성필하우스)",3668,7584,5000이상,126.5653847,35.9678018,전라북도,군산시,오식도동,010-2215-3641,0.48364978902953587
한국농어촌공사 동진지사 지하 1층,전라북도 김제시 화동길 112 (신풍동),1184,1210,1000이상 5000이하,126.8935926,35.7978574,전라북도,김제시,신풍동,010-7689-3902,0.9785123966942149
대방아파트 지하주차장 1층,"전라북도 김제시 금성8길 56 (신풍동, 대방아파트)",281,3130,1000이상 5000이하,126.8997833,35.8014639,전라북도,김제시,신풍동,010-9216-3060,0.08977635782747603
만경도서관 지하 1층,전라북도 김제시 만경읍 만경로 776 (만경 도서관),257,320,100이상 1000이하,126.8168625,35.8493487,전라북도,김제시,만경읍,010-9871-2296,0.803125
김제시립도서관 지하 1층,"전라북도 김제시 서낭당길 151 (요촌동, 김제시립도서관)",487,957,100이상 1000이하,126.892525,35.7991167,전라북도,김제시,요촌동,010-4743-8384,0.5088819226750261
검산 부영1차아파트 지하주차장 1층,"전라북도 김제시 도작로 111 (검산동, 부영아파트)",219,2527,1000이상 5000이하,126.89795,35.804575,전라북도,김제시,검산동,010-4109-7164,0.08666402849228334
위드아파트 지하주차장 1층,"전라북도 김제시 남북로 267 (서암동, 위드아파트)",1063,3200,1000이상 5000이하,126.8830739,35.8078763,전라북도,김제시,서암동,010-9787-9972,0.3321875
부영3차아파트 지하주차장 1층,전라북도 김제시 도작로 33 (신풍동),2291,22912,5000이상,126.9032115,35.7974726,전라북도,김제시,신풍동,010-1281-4020,0.09999127094972067
LH 교동휴먼시아 아파트 지하주차장 1층,"전라북도 김제시 교정길 36 (교동, 김제교동휴먼시아)",2861,3723,1000이상 5000이하,126.8788741,35.7978587,전라북도,김제시,교동,010-6543-9624,0.7684662906258394
김제보건소 지하 주차장 1층,"전라북도 김제시 성산길 138 (요촌동, 보건소)",2427,2925,1000이상 5000이하,126.8833262,35.8007917,전라북도,김제시,요촌동,010-2732-6557,0.8297435897435897
군산시청 지하주차장 1층,"전라북도 군산시 시청로 17 (조촌동, 군산시청)",7506,8227,5000이상,126.736875,35.9676263,전라북도,군산시,조촌동,010-2745-3739,0.9123617357481464
세풍아파트 제1지하주차장,"전라북도 군산시 영명길 6 (구암동, 세풍아파트)",83,1454,1000이상 5000이하,126.7429386,35.9851525,전라북도,군산시,구암동,010-7229-3324,0.057083906464924346
부향하나로아파트101동 지하주차장 1층,"전라북도 군산시 경촌1길 56 (경암동, 경암동부향하나로아파트)",3159,3356,1000이상 5000이하,126.7343517,35.9808754,전라북도,군산시,경암동,010-1463-9552,0.9412991656734208
동신개나리아파트 지하주차장 1층,"전라북도 군산시 양안로 119 (조촌동, 동신개나리아파트)",1208,2075,1000이상 5000이하,126.7431334,35.972864,전라북도,군산시,조촌동,010-5130-3960,0.5821686746987952
수송 현대 아파트 102동 지하실 1층,"전라북도 군산시 진포1길 10 (수송동, 현대아파트)",523,600,100이상 1000이하,126.7172736,35.9705897,전라북도,군산시,수송동,010-2874-8194,0.8716666666666667
수송 현대 아파트 103동 지하실 1층,"전라북도 군산시 진포1길 10 (수송동, 현대아파트)",15,640,100이상 1000이하,126.7172736,35.9705897,전라북도,군산시,수송동,010-5810-4216,0.0234375
수송 동영 임대아파트 지하주차장 1층,"전라북도 군산시 신평길 10 (수송동, 동영아파트)",373,1898,1000이상 5000이하,126.7132216,35.956075,전라북도,군산시,수송동,010-9640-2561,0.196522655426765
수송 제일아파트 지하주차장 1층,"전라북도 군산시 축동안길 37 (수송동, 수송동제일아파트)",3166,5208,5000이상,126.7130066,35.9667929,전라북도,군산시,수송동,010-6717-1382,0.607910906298003
"부향하나로아파트102,103동 지하주차장 1층","전라북도 군산시 경촌1길 56 (경암동, 경암동부향하나로아파트)",900,8580,5000이상,126.7343517,35.9808754,전라북도,군산시,경암동,010-5038-4469,0.1048951048951049
새한아파트 지하주차장 1층,"전라북도 군산시 경촌3길 23 (경암동, 새한아파트)",2491,2652,1000이상 5000이하,126.7354443,35.9807547,전라북도,군산시,경암동,010-9496-3426,0.9392911010558069
금광 삼성아파트 지하주차장 1층,"전라북도 군산시 대학로 114-1 (금광동, 삼성아파트)",202,4928,1000이상 5000이하,126.7056659,35.9812352,전라북도,군산시,금광동,010-7411-7589,0.040990259740259744
현대오솔아파트 지하주차장 1층,"전라북도 군산시 월명로 496 (월명동, 현대오솔아파트)",2227,2660,1000이상 5000이하,126.7070684,35.9849906,전라북도,군산시,월명동,010-7554-7469,0.837218045112782
클래시움아파트 지하주차장 1층,"전라북도 군산시 월명1길 3 (월명동, 클래시움 아파트)",1564,3558,1000이상 5000이하,126.7057604,35.9842282,전라북도,군산시,월명동,010-3413-7828,0.4395727937043283
삼학 대우아파트 지하주차장 1층,"전라북도 군산시 축동로 188 (삼학동, 군산삼학대우아파트)",475,1802,1000이상 5000이하,126.7103315,35.9758561,전라북도,군산시,삼학동,010-2472-8495,0.26359600443951164
법원.검찰청 지하주차장 1층,"전라북도 군산시 법원로 68 (조촌동, 전주지방법원군산지원)",653,800,100이상 1000이하,126.7411681,35.9682653,전라북도,군산시,조촌동,010-5557-5951,0.81625
보람더하임아파트 지하주차장 1층,"전라북도 군산시 하신3길 7 (나운동, 나운동 보람더하임)",2891,3820,1000이상 5000이하,126.7002252,35.9712952,전라북도,군산시,나운동,010-7653-1464,0.756806282722513
세풍아파트 제3지하주차장,"전라북도 군산시 영명길 6 (구암동, 세풍아파트)",1813,3084,1000이상 5000이하,126.7429386,35.9851525,전라북도,군산시,구암동,010-8288-8067,0.5878728923476005
수송 현대 아파트 104동 지하실 1층,"전라북도 군산시 진포1길 10 (수송동, 현대아파트)",125,768,100이상 1000이하,126.7172736,35.9705897,전라북도,군산시,수송동,010-4711-7153,0.16276041666666666
"26센터 지하주차장 1,2,3층","전라북도 군산시 대학로 342 (나운동, 동아26빌딩)",5771,11395,5000이상,126.6930559,35.9635217,전라북도,군산시,나운동,010-2769-8018,0.5064501974550242
새한아파트 지하주차장 1층,"전라북도 김제시 금성2길 12 (신풍동, 새한아파트)",1444,1755,1000이상 5000이하,126.8937537,35.7947584,전라북도,김제시,신풍동,010-4776-6089,0.8227920227920228
현대아파트 지하주차장 1층,"전라북도 김제시 중앙16길 51 (신풍동, 현대아파트)",929,1270,1000이상 5000이하,126.8999102,35.7926778,전라북도,김제시,신풍동,010-8966-4898,0.731496062992126
김제시청 지하 1층 식당,"전라북도 김제시 중앙로 40 (서암동, 김제시청)",867,1362,1000이상 5000이하,126.8799773,35.8037394,전라북도,김제시,서암동,010-6720-8191,0.6365638766519823
두일로얄아파트지하 1층,"전라북도 김제시 요촌5길 14 (요촌동, 두일로얄아파트)",1046,1286,1000이상 5000이하,126.886461,35.8035319,전라북도,김제시,요촌동,010-4108-5414,0.8133748055987559
김제시청 지하 1층,"전라북도 김제시 중앙로 40 (서암동, 김제시청)",971,1021,1000이상 5000이하,126.8799773,35.8037394,전라북도,김제시,서암동,010-2590-8466,0.951028403525955
성산그린빌아파트 지하주차장 1층,"전라북도 김제시 벽지산로 70 (신풍동, 성산그린빌아파트)",116,1386,1000이상 5000이하,126.892223,35.790559,전라북도,김제시,신풍동,010-2529-4600,0.0836940836940837
검산샬레1차아파트 지하주자장 1층,"전라북도 김제시 검산택지4길 30 (검산동, 김제검산샬레1차아파트)",5207,16100,5000이상,126.9063463,35.8028273,전라북도,김제시,검산동,010-4079-6415,0.323416149068323
하동 오투그란데아파트 지하주차장 1층,"전라북도 김제시 요촌중길 146 (하동, 하동제일오투그란데)",4059,15024,5000이상,126.8922919,35.8094486,전라북도,김제시,하동,010-1220-2376,0.27016773162939295
